,SCHOOL_ID,count,l-count,c-count,ncount
924,29170607401,12,13,13,13
925,29170607501,34,35,35,35
926,29170607507,6,7,7,7
927,29170607601,49,50,50,50
928,29170607701,21,22,22,22
929,29170607801,5,6,6,6
930,29170607901,3,4,4,4
931,29170608101,110,111,111,111
932,29170608108,84,85,85,85
933,29170608201,7,8,8,8
934,29170608301,10,11,11,11
935,29170608403,5,6,6,6
936,29170608404,40,41,41,41
937,29170608701,20,21,21,21
938,29170608702,27,28,28,28
939,29170608706,14,15,15,15
940,29170608708,8,9,9,9
941,29170608801,54,55,55,55
942,29170608802,4,5,5,5
943,29170608803,56,57,57,57
944,29170608804,9,10,10,10
945,29170608805,50,51,51,51
946,29170608905,9,10,10,10
947,29170608906,8,9,9,9
948,29170608907,4,5,5,5
949,29170608908,12,13,13,13
950,29170609002,11,12,12,12
951,29170609101,5,6,6,6
952,29170609102,2,3,3,3
953,29170609401,4,5,5,5
954,29170609801,62,63,63,63
955,29170610001,32,33,33,33
956,29170610002,77,78,78,78
957,29170610102,4,5,5,5
958,29170610103,6,7,7,7
959,29170610201,5,6,6,6
960,29170610301,13,14,14,14
961,29170610501,8,9,9,9
962,29170610601,20,21,21,21
963,29170610801,33,34,34,34
964,29170610901,16,17,17,17
965,29170611001,42,43,43,43
966,29170611002,34,35,35,35
967,29170611004,4,5,5,5
968,29170611005,3,4,4,4
969,29170611101,3,4,4,4
970,29170611301,44,45,45,45
971,29170611401,4,5,5,5
972,29170611501,29,30,30,30
973,29170611502,4,5,5,5
974,29170611601,5,6,6,6
975,29170611701,38,39,39,39
976,29170611901,62,63,63,63
977,29170611902,3,4,4,4
978,29170611905,54,55,55,55
979,29170612002,6,7,7,7
980,29170612101,15,16,16,16
981,29170612201,14,15,15,15
982,29170612401,32,33,33,33
983,29170612403,4,5,5,5
984,29170612406,54,55,55,55
985,29170612601,51,52,52,52
986,29170612801,72,73,73,73
987,29170612802,1,2,2,2
988,29170612804,40,41,41,41
989,29170613002,43,44,44,44
990,29170613003,6,7,7,7
991,29170613401,147,148,148,148
992,29170613405,65,66,66,66
993,29170613406,62,63,63,63
994,29170613801,23,24,24,24
995,29170614001,29,30,30,30
996,29170614002,27,28,28,28
997,29170614003,6,7,7,7
998,29170614004,35,36,36,36
999,29170614005,4,5,5,5
1000,29170614101,78,79,79,79
1001,29170614102,5,6,6,6
1002,29170614103,1,2,2,2
1003,29170614105,85,86,86,86
1004,29170614301,7,8,8,8
1005,29170614601,29,30,30,30
1006,29170614701,5,6,6,6
1007,29170614801,5,6,6,6
1008,29170614901,6,7,7,7
1009,29170615001,74,75,75,75
1010,29170615003,58,59,59,59
1011,29170615101,9,10,10,10
1012,29170615102,52,53,53,53
1013,29170615103,61,62,62,62
1014,29170615201,3,4,4,4
1015,29170615202,4,5,5,5
1016,29170615301,37,38,38,38
1017,29170615302,14,15,15,15
1018,29170615401,36,37,37,37
1019,29170615402,11,12,12,12
1020,29170615403,1,2,2,2
1021,29170615501,3,4,4,4
1022,29170615601,10,11,11,11
1023,29170615602,14,15,15,15
1024,29170615702,16,17,17,17
1025,29170615801,9,10,10,10
1026,29170615901,73,74,74,74
1027,29170615903,6,7,7,7
1028,29170615907,93,94,94,94
1029,29170615909,4,5,5,5
1030,29170616103,25,26,26,26
1031,29170616105,39,40,40,40
1032,29170616202,3,4,4,4
1033,29170616301,6,7,7,7
1034,29170616302,1,2,2,2
1035,29170616401,8,9,9,9
1036,29170616701,45,46,46,46
1037,29170616705,59,60,60,60
1038,29170616801,6,7,7,7
1039,29170616802,5,6,6,6
1040,29170616901,5,6,6,6
1041,29170617201,27,28,28,28
1042,29170617202,12,13,13,13
1043,29170617301,6,7,7,7
1044,29170617302,2,3,3,3
1045,29170617501,3,4,4,4
1046,29170618001,6,7,7,7
1047,29170618101,6,7,7,7
1048,29170618201,5,6,6,6
1049,29170618601,84,85,85,85
1050,29170618602,51,52,52,52
1051,29170618701,7,8,8,8
1052,29170618801,27,28,28,28
1053,29170618802,29,30,30,30
1054,29170619001,42,43,43,43
1055,29170619002,1,2,2,2
1056,29170619003,33,34,34,34
1057,29170619202,11,12,12,12
1058,29170619203,5,6,6,6
1059,29170619301,11,12,12,12
1060,29170619306,7,8,8,8
1061,29170619401,10,11,11,11
1062,29170619402,4,5,5,5
1063,29170619403,2,3,3,3
1064,29170619405,14,15,15,15
1065,29170619411,7,8,8,8
1066,29170619412,6,7,7,7
1067,29170619413,7,8,8,8
1068,29170619415,149,150,150,150
1069,29170619416,131,132,132,132
1070,29170619419,61,62,62,62
1071,29170619502,36,37,37,37
1072,29170619504,45,46,46,46
1073,29170619505,80,81,81,81
1074,29170619601,10,11,11,11
1075,29170619603,42,43,43,43
1076,29170619701,20,21,21,21
1077,29170619702,9,10,10,10
1078,29170619703,5,6,6,6
1079,29170619803,11,12,12,12
1080,29170619806,99,100,100,100
1081,29170619807,82,83,83,83
1082,29170619901,33,34,34,34
1083,29170619903,7,8,8,8
1084,29170619904,12,13,13,13
1085,29170619905,2,3,3,3
1086,29170619906,10,11,11,11
1087,29170620001,28,29,29,29
1088,29170620002,7,8,8,8
1089,29170620003,45,46,46,46
1090,29170620301,108,109,109,109
1091,29170620302,82,83,83,83
1092,29170620303,56,57,57,57
1093,29170620304,14,15,15,15
1094,29170620401,54,55,55,55
1095,29170620403,10,11,11,11
1096,29170620404,47,48,48,48
1097,29170620502,30,31,31,31
1098,29170620503,4,5,5,5
1099,29170620504,7,8,8,8
1100,29170620601,10,11,11,11
1101,29170620701,41,42,42,42
1102,29170620705,40,41,41,41
1103,29170620706,6,7,7,7
1104,29170620801,116,117,117,117
1105,29170620802,8,9,9,9
1106,29170620804,13,14,14,14
1107,29170620809,10,11,11,11
1108,29170620810,122,123,123,123
1109,29170620811,10,11,11,11
1110,29170620812,4,5,5,5
1111,29170620901,15,16,16,16
1112,29170620902,7,8,8,8
1113,29170620903,35,36,36,36
1114,29170620904,58,59,59,59
1115,29170621001,7,8,8,8
1116,29170621101,5,6,6,6
1117,29170621202,55,56,56,56
1118,29170621203,64,65,65,65
1119,29170621501,14,15,15,15
1120,29170621701,7,8,8,8
1121,29170622101,8,9,9,9
1122,29170622301,41,42,42,42
1123,29170622303,7,8,8,8
1124,29170622304,51,52,52,52
1125,29170622401,3,4,4,4
1126,29170622501,4,5,5,5
1127,29170622502,11,12,12,12
1128,29170622801,9,10,10,10
1129,29170622802,4,5,5,5
1130,29170622902,7,8,8,8
1131,29170622903,7,8,8,8
1132,29170623067,73,74,74,74
1133,29170623090,46,47,47,47
1134,29170623102,4,5,5,5
1135,29170623103,1,2,2,2
1136,29170623104,3,4,4,4
1137,29170623105,62,63,63,63
1138,29170623201,52,53,53,53
1139,29170623202,63,64,64,64
1140,29170623401,10,11,11,11
1141,29170623402,137,138,138,138
1142,29170623501,34,35,35,35
1143,29170623503,59,60,60,60
1144,29170623602,124,125,125,125
1145,29170623703,361,362,362,362
1146,29170623704,46,47,47,47
1147,29170623705,87,88,88,88
1148,29170623901,52,53,53,53
1149,29170623902,68,69,69,69
1150,29170623903,1,2,2,2
1151,29170623904,12,13,13,13
1152,29170623906,40,41,41,41
1153,29170624001,41,42,42,42
1154,29170624006,154,155,155,155
1155,29170624007,26,27,27,27
1156,29170624101,116,117,117,117
1157,29170624102,351,352,352,352
1158,29170624104,19,20,20,20
1159,29170624106,451,452,452,452
1160,29170624107,88,89,89,89
1161,29170624205,45,46,46,46
1162,29170624502,23,24,24,24
1163,29170624503,78,79,79,79
1164,29170624506,64,65,65,65
1165,29170624901,75,76,76,76
1166,29170624902,47,48,48,48
1167,29170625006,17,18,18,18
1168,29170625007,92,93,93,93
1169,29170625101,332,333,333,333
1170,29170625103,93,94,94,94
1171,29170625402,47,48,48,48
1172,29170625502,224,225,225,225
1173,29170625503,62,63,63,63
1174,29170625504,248,249,249,249
1175,29170625505,293,294,294,294
1176,29170625506,113,114,114,114
1177,29170625507,276,277,277,277
1178,29170625801,59,60,60,60
1179,29170625802,29,30,30,30
1180,29170626101,9,10,10,10
1181,29170626102,146,147,147,147
1182,29170626201,30,31,31,31
1183,29170626202,70,71,71,71
1184,29170626203,7,8,8,8
1185,29170626205,8,9,9,9
1186,29170626302,169,170,170,170
1187,29170626401,59,60,60,60
1188,29170626402,28,29,29,29
1189,29170626404,33,34,34,34
1190,29170626606,7,8,8,8
1191,29170626607,5,6,6,6
1192,29170626703,6,7,7,7
1193,29170626705,2,3,3,3
1194,29170626706,13,14,14,14
1195,29170626802,37,38,38,38
1196,29170626901,95,96,96,96
1197,29170626902,9,10,10,10
1198,29170627001,10,11,11,11
1199,29170627501,15,16,16,16
1200,29170700101,10,11,11,11
1201,29170700102,92,93,93,93
1202,29170700103,29,30,30,30
1203,29170700105,2,3,3,3
1204,29170700117,43,44,44,44
1205,29170700118,6,7,7,7
1206,29170700301,73,74,74,74
1207,29170700303,9,10,10,10
1208,29170700305,45,46,46,46
1209,29170700308,1,2,2,2
1210,29170700501,6,7,7,7
1211,29170700502,5,6,6,6
1212,29170700720,35,36,36,36
1213,29170700722,14,15,15,15
1214,29170700901,6,7,7,7
1215,29170700902,30,31,31,31
1216,29170700903,1,2,2,2
1217,29170701001,5,6,6,6
1218,29170701002,5,6,6,6
1219,29170701101,44,45,45,45
1220,29170701102,32,33,33,33
1221,29170701104,3,4,4,4
1222,29170701106,176,177,177,177
1223,29170701201,16,17,17,17
1224,29170701301,2,3,3,3
1225,29170701302,6,7,7,7
1226,29170701305,48,49,49,49
1227,29170701401,17,18,18,18
1228,29170701501,2,3,3,3
1229,29170701502,5,6,6,6
1230,29170701701,2,3,3,3
1231,29170701801,10,11,11,11
1232,29170701901,7,8,8,8
1233,29170701902,8,9,9,9
1234,29170702102,9,10,10,10
1235,29170702104,2,3,3,3
1236,29170702106,23,24,24,24
1237,29170702108,13,14,14,14
1238,29170702109,84,85,85,85
1239,29170702110,61,62,62,62
1240,29170702201,18,19,19,19
1241,29170702301,25,26,26,26
1242,29170702901,1,2,2,2
1243,29170703101,6,7,7,7
1244,29170703102,93,94,94,94
1245,29170703103,18,19,19,19
1246,29170703105,63,64,64,64
1247,29170703201,17,18,18,18
1248,29170703301,42,43,43,43
1249,29170703501,16,17,17,17
1250,29170703502,15,16,16,16
1251,29170703505,1,2,2,2
1252,29170703601,34,35,35,35
1253,29170703701,64,65,65,65
1254,29170703702,7,8,8,8
1255,29170703705,2,3,3,3
1256,29170703709,16,17,17,17
1257,29170703711,4,5,5,5
1258,29170703713,160,161,161,161
1259,29170703801,18,19,19,19
1260,29170703802,20,21,21,21
1261,29170704001,24,25,25,25
1262,29170704005,31,32,32,32
1263,29170704006,3,4,4,4
1264,29170704007,6,7,7,7
1265,29170704009,21,22,22,22
1266,29170704102,7,8,8,8
1267,29170704104,29,30,30,30
1268,29170704303,40,41,41,41
1269,29170704304,179,180,180,180
1270,29170704401,16,17,17,17
1271,29170704502,60,61,61,61
1272,29170704901,4,5,5,5
1273,29170704902,6,7,7,7
1274,29170705001,33,34,34,34
1275,29170705101,24,25,25,25
1276,29170705102,17,18,18,18
1277,29170705103,2,3,3,3
1278,29170705201,22,23,23,23
1279,29170705202,33,34,34,34
1280,29170705203,3,4,4,4
1281,29170705303,36,37,37,37
1282,29170705304,1,2,2,2
1283,29170705401,18,19,19,19
1284,29170705501,13,14,14,14
1285,29170705901,8,9,9,9
1286,29170705902,2,3,3,3
1287,29170706001,19,20,20,20
1288,29170706301,5,6,6,6
1289,29170706302,8,9,9,9
1290,29170706601,1,2,2,2
1291,29170706901,45,46,46,46
1292,29170707101,7,8,8,8
1293,29170707201,11,12,12,12
1294,29170707301,53,54,54,54
1295,29170707401,18,19,19,19
1296,29170707802,11,12,12,12
1297,29170707901,83,84,84,84
1298,29170707902,9,10,10,10
1299,29170707903,10,11,11,11
1300,29170707904,7,8,8,8
1301,29170708001,13,14,14,14
1302,29170708101,7,8,8,8
1303,29170708301,105,106,106,106
1304,29170708302,4,5,5,5
1305,29170708304,44,45,45,45
1306,29170708601,51,52,52,52
1307,29170708602,4,5,5,5
1308,29170708604,23,24,24,24
1309,29170708701,35,36,36,36
1310,29170708801,9,10,10,10
1311,29170709001,3,4,4,4
1312,29170709002,14,15,15,15
1313,29170709004,40,41,41,41
1314,29170709401,13,14,14,14
1315,29170709402,8,9,9,9
1316,29170709501,44,45,45,45
1317,29170709502,16,17,17,17
1318,29170709505,12,13,13,13
1319,29170709506,20,21,21,21
1320,29170709507,9,10,10,10
1321,29170709702,7,8,8,8
1322,29170709704,35,36,36,36
1323,29170709801,15,16,16,16
1324,29170709802,8,9,9,9
1325,29170709901,115,116,116,116
1326,29170710301,15,16,16,16
1327,29170710307,4,5,5,5
1328,29170710401,3,4,4,4
1329,29170710601,8,9,9,9
1330,29170710801,16,17,17,17
1331,29170711001,13,14,14,14
1332,29170711002,6,7,7,7
1333,29170711101,9,10,10,10
1334,29170711201,18,19,19,19
1335,29170711301,16,17,17,17
1336,29170711302,29,30,30,30
1337,29170711303,7,8,8,8
1338,29170711401,97,98,98,98
1339,29170711409,73,74,74,74
1340,29170711501,7,8,8,8
1341,29170711601,8,9,9,9
1342,29170711701,26,27,27,27
1343,29170711801,4,5,5,5
1344,29170711901,36,37,37,37
1345,29170711902,30,31,31,31
1346,29170712001,19,20,20,20
1347,29170712101,23,24,24,24
1348,29170712103,42,43,43,43
1349,29170712701,3,4,4,4
1350,29170712801,6,7,7,7
1351,29170712901,8,9,9,9
1352,29170713001,23,24,24,24
1353,29170713202,15,16,16,16
1354,29170713401,34,35,35,35
1355,29170713402,8,9,9,9
1356,29170713601,14,15,15,15
1357,29170713701,39,40,40,40
1358,29170713901,20,21,21,21
1359,29170713902,8,9,9,9
1360,29170714008,7,8,8,8
1361,29170714101,3,4,4,4
1362,29170714201,17,18,18,18
1363,29170714301,10,11,11,11
1364,29170714302,1,2,2,2
1365,29170714601,351,352,352,352
1366,29170714602,254,255,255,255
1367,29170714701,105,106,106,106
1368,29170714703,160,161,161,161
1369,29170714704,13,14,14,14
1370,29170715001,116,117,117,117
1371,29170715502,224,225,225,225
1372,29170715701,26,27,27,27
1373,29170715802,130,131,131,131
1374,29170715803,66,67,67,67
1375,29170716001,16,17,17,17
1376,29170716303,2,3,3,3
1377,29170716304,8,9,9,9
1378,29170716305,25,26,26,26
1379,29170716306,29,30,30,30
1380,29170716307,40,41,41,41
1381,29170716308,37,38,38,38
1382,29170716309,106,107,107,107
1383,29170716310,87,88,88,88
1384,29170716312,325,326,326,326
1385,29170716316,70,71,71,71
1386,29170716317,4,5,5,5
1387,29170716318,3,4,4,4
1388,29170716401,3,4,4,4
1389,29170800101,69,70,70,70
1390,29170800104,54,55,55,55
1391,29170800201,59,60,60,60
1392,29170800401,29,30,30,30
1393,29170800402,1,2,2,2
1394,29170800501,28,29,29,29
1395,29170800502,9,10,10,10
1396,29170800503,5,6,6,6
1397,29170800504,59,60,60,60
1398,29170800601,242,243,243,243
1399,29170800603,33,34,34,34
1400,29170800604,3,4,4,4
1401,29170800605,16,17,17,17
1402,29170800606,214,215,215,215
1403,29170800701,4,5,5,5
1404,29170800703,5,6,6,6
1405,29170800802,2,3,3,3
1406,29170800901,108,109,109,109
1407,29170800902,45,46,46,46
1408,29170801101,29,30,30,30
1409,29170801202,13,14,14,14
1410,29170801203,10,11,11,11
1411,29170801205,10,11,11,11
1412,29170801303,11,12,12,12
1413,29170801305,57,58,58,58
1414,29170801306,40,41,41,41
1415,29170801401,39,40,40,40
1416,29170801501,31,32,32,32
1417,29170801502,5,6,6,6
1418,29170801503,61,62,62,62
1419,29170801702,18,19,19,19
1420,29170801801,43,44,44,44
1421,29170801804,42,43,43,43
1422,29170801901,62,63,63,63
1423,29170801906,73,74,74,74
1424,29170802101,31,32,32,32
1425,29170802103,51,52,52,52
1426,29170802202,12,13,13,13
1427,29170802401,22,23,23,23
1428,29170802501,27,28,28,28
1429,29170802502,5,6,6,6
1430,29170802503,4,5,5,5
1431,29170802601,2,3,3,3
1432,29170802701,18,19,19,19
1433,29170802903,94,95,95,95
1434,29170802905,3,4,4,4
1435,29170802906,14,15,15,15
1436,29170802907,60,61,61,61
1437,29170802908,20,21,21,21
1438,29170803101,94,95,95,95
1439,29170803102,49,50,50,50
1440,29170803103,8,9,9,9
1441,29170803202,9,10,10,10
1442,29170803304,13,14,14,14
1443,29170803402,21,22,22,22
1444,29170803405,10,11,11,11
1445,29170803501,89,90,90,90
1446,29170803505,33,34,34,34
1447,29170803506,5,6,6,6
1448,29170803601,34,35,35,35
1449,29170803604,5,6,6,6
1450,29170803605,3,4,4,4
1451,29170803607,1,2,2,2
1452,29170803701,87,88,88,88
1453,29170803705,77,78,78,78
1454,29170803801,8,9,9,9
1455,29170803901,16,17,17,17
1456,29170804002,3,4,4,4
1457,29170804101,37,38,38,38
1458,29170804102,30,31,31,31
1459,29170804202,2,3,3,3
1460,29170804204,70,71,71,71
1461,29170804205,27,28,28,28
1462,29170804301,37,38,38,38
1463,29170804501,20,21,21,21
1464,29170804701,46,47,47,47
1465,29170804702,67,68,68,68
1466,29170804801,3,4,4,4
1467,29170804903,3,4,4,4
1468,29170804904,20,21,21,21
1469,29170805001,64,65,65,65
1470,29170805002,18,19,19,19
1471,29170805004,13,14,14,14
1472,29170805009,7,8,8,8
1473,29170805016,11,12,12,12
1474,29170805018,6,7,7,7
1475,29170805019,6,7,7,7
1476,29170805020,5,6,6,6
1477,29170805021,6,7,7,7
1478,29170805022,7,8,8,8
1479,29170805023,12,13,13,13
1480,29170805024,2,3,3,3
1481,29170805026,6,7,7,7
1482,29170805027,70,71,71,71
1483,29170805029,7,8,8,8
1484,29170805030,23,24,24,24
1485,29170805101,37,38,38,38
1486,29170805102,266,267,267,267
1487,29170805107,3,4,4,4
1488,29170805110,73,74,74,74
1489,29170805111,72,73,73,73
1490,29170805112,9,10,10,10
1491,29170805207,18,19,19,19
1492,29170805208,7,8,8,8
1493,29170805301,18,19,19,19
1494,29170805302,1,2,2,2
1495,29170805303,6,7,7,7
1496,29170805401,9,10,10,10
1497,29170805701,39,40,40,40
1498,29170805704,53,54,54,54
1499,29170805801,34,35,35,35
1500,29170805802,7,8,8,8
1501,29170805803,11,12,12,12
1502,29170805901,53,54,54,54
1503,29170806001,83,84,84,84
1504,29170806004,35,36,36,36
1505,29170806010,59,60,60,60
1506,29170806161,86,87,87,87
1507,29170806162,11,12,12,12
1508,29170806163,23,24,24,24
1509,29170806167,55,56,56,56
1510,29170806202,61,62,62,62
1511,29170806203,3,4,4,4
1512,29170806301,3,4,4,4
1513,29170806401,17,18,18,18
1514,29170806502,2,3,3,3
1515,29170806703,27,28,28,28
1516,29170806704,7,8,8,8
1517,29170810401,21,22,22,22
1518,29170810702,8,9,9,9
1519,29170810801,44,45,45,45
1520,29170811202,7,8,8,8
1521,29170811302,12,13,13,13
1522,29170811402,1,2,2,2
1523,29170811602,64,65,65,65
1524,29170812601,30,31,31,31
1525,29170813501,7,8,8,8
1526,29170814101,9,10,10,10
1527,29170814202,3,4,4,4
1528,29170814401,8,9,9,9
1529,29170814602,6,7,7,7
1530,29170814604,3,4,4,4
1531,29170814605,16,17,17,17
1532,29170815401,55,56,56,56
1533,29170815404,5,6,6,6
1534,29170815405,14,15,15,15
1535,29170815406,7,8,8,8
1536,29170815407,11,12,12,12
1537,29170815409,6,7,7,7
1538,29170815411,4,5,5,5
1539,29170816601,28,29,29,29
1540,29170816602,17,18,18,18
1541,29170817301,16,17,17,17
1542,29170817701,10,11,11,11
1543,29170818401,8,9,9,9
1544,29170818501,1,2,2,2
1545,29170818801,2,3,3,3
1546,29170819201,58,59,59,59
1547,29170819801,74,75,75,75
1548,29170819802,75,76,76,76
1549,29170819901,44,45,45,45
1550,29170820101,2,3,3,3
1551,29170820201,6,7,7,7
1552,29170820601,54,55,55,55
1553,29170820602,45,46,46,46
1554,29170820701,9,10,10,10
1555,29170820902,7,8,8,8
1556,29170821001,32,33,33,33
1557,29170821501,19,20,20,20
1558,29170821701,5,6,6,6
1559,29170821702,6,7,7,7
1560,29170821801,15,16,16,16
1561,29170821802,19,20,20,20
1562,29170824101,6,7,7,7
1563,29170826402,68,69,69,69
1564,29170826501,58,59,59,59
1565,29170826502,18,19,19,19
1566,29170826601,8,9,9,9
1567,29170826801,55,56,56,56
1568,29170827201,36,37,37,37
1569,29170827302,56,57,57,57
1570,29170827303,131,132,132,132
1571,29170827304,175,176,176,176
1572,29170827401,5,6,6,6
1573,29170827405,222,223,223,223
1574,29170827602,105,106,106,106
1575,29170827604,58,59,59,59
1576,29170827701,23,24,24,24
1577,29170827803,89,90,90,90
1578,29170827804,9,10,10,10
1579,29170828701,12,13,13,13
1580,29170828801,81,82,82,82
1581,29170828804,12,13,13,13
1582,29170828805,22,23,23,23
1583,29170828901,4,5,5,5
1584,29170828902,31,32,32,32
1585,29170829101,5,6,6,6
1586,29170829301,5,6,6,6
1587,29170829401,5,6,6,6
1588,29170829501,5,6,6,6
1589,29170829601,6,7,7,7
1590,29170829701,7,8,8,8
1591,29170829801,4,5,5,5
1592,29170830001,12,13,13,13
1593,29170830002,10,11,11,11
1594,29170830003,8,9,9,9
1595,29170830101,12,13,13,13
